AppID,DisplayName
ae8259e5-8340-4b0c-af69-cfe9d523238f,SharePoint Online Client Extensibility Web Application Principal
0dcf9efb-8f4c-4996-97ac-b7f8af327575,CDPApp
232bf8b3-eb36-411c-8923-8de676574a87,SharePoint Online Client Extensibility Web Application Principal Helper
30a05732-2975-49f7-a8e1-8a46205eefd6,CDPApp
