Total Groups, Total Security Groups, Total Distribution Groups, Total Mail Groups, Total Groups Without Members, Percentage, Data File Location
13,0,13,0,4,30.7692307692308,C:\CloudDynamicFramework\Public\12345678\Users\BackRefDataCollector\Data\Office 365 Groups Without Members TestCustomer-G-OFFICE Tenant_DATA.CSV
