Total Mailboxes, Total Mailbox on Litigation Hold, Data File Location
12,0,C:\CloudDynamicFramework\Public\12345678\Users\BackRefDataCollector\Data\Exchange Online Litigation Hold TestCustomer-G-OFFICE Tenant_DATA.CSV
