Total Users, Total Users In Recycle Bin, Percentage Users In Recycle Bin, Data File Location
51,0,0,C:\CloudDynamicFramework\Public\12345678\Users\BackRefDataCollector\Data\Office 365 Users Deleted TestCustomer-G-OFFICE Tenant_DATA.CSV
