Total Mailbox, Total Mailbox Auditing Enabled, Total Mailbox Without Mailbox Auditing, Percentage, Data File Location
12,0,0,0,C:\CloudDynamicFramework\Public\12345678\Users\BackRefDataCollector\Data\Exchange Online Mailbox Auditing TestCustomer-G-OFFICE Tenant_DATA.CSV
