Total Users, Syncing, Total In Error, % Of Users In Error, Data File Location
51,51,0,NA,C:\CloudDynamicFramework\Public\12345678\Users\BackRefDataCollector\Data\Office 365 Users Sync TestCustomer-G-OFFICE Tenant_DATA.CSV
