Total Users, Total Users In Recycle Bin, Percentage Users In Recycle Bin, Data File Location
48,4,8.33333333333333,C:\CloudDynamicFramework\Public\12345678\Users\NirmalTest\Data\Office 365 Users Deleted TestCustomer-A-OFFICE Tenant_DATA.CSV
