Total Admins, Total MFA Enabled, Total MFA Enforced, Total MFA Disabled, Data File Location
4,0,0,4,C:\CloudDynamicFramework\Public\12345678\Users\NirmalTest\Data\Ensure multifactor authentication is enabled for all users in administrative rolesCustomer-G-OFFICE Tenant_DATA.CSV
