Total Users, Total Users In Recycle Bin, Unlicensed, Licensed, Percentage Users In Recycle Bin, Data File Location
51,0,0,0,0,C:\CloudDynamicFramework\Public\12345678\Users\NirmalTest\Data\Office 365 Users Deleted and Licensed TestCustomer-G-OFFICE Tenant_DATA.CSV
