Total Mailboxes, Total Forwarding Enabled Mailboxes, Data File Location
11,0,C:\CloudDynamicFramework\Public\12345678\Users\NirmalTest\Data\Exchange Online External Address Forwarding TestCustomer-A-OFFICE Tenant_DATA.CSV
