Total Mailbox, Total Mailbox Auditing Enabled, Total Mailbox Without Mailbox Auditing, Percentage, Data File Location
11,0,0,0,C:\CloudDynamicFramework\Public\12345678\Users\NirmalTest\Data\Exchange Online Mailbox Auditing TestCustomer-A-OFFICE Tenant_DATA.CSV
