Total Users, Syncing, Total In Error, % Of Users In Error, Data File Location
48,48,0,NA,C:\CloudDynamicFramework\Public\12345678\Users\NirmalTest\Data\Office 365 Users Sync TestCustomer-A-OFFICE Tenant_DATA.CSV
