Total Users, Total Users In Recycle Bin, Unlicensed, Licensed, Percentage Users In Recycle Bin, Data File Location
48,4,4,0,8.33333333333333,C:\CloudDynamicFramework\Public\12345678\Users\NirmalTest\Data\Office 365 Users Deleted and Licensed TestCustomer-A-OFFICE Tenant_DATA.CSV
