Total Groups, Total Security Groups, Total Distribution Groups, Total Mail Groups, Total Groups Without Description, Percentage, Data File Location
13,0,13,0,1,7.69230769230769,C:\CloudDynamicFramework\Public\12345678\Users\NirmalTest\Data\Office 365 Groups Without Description TestCustomer-A-OFFICE Tenant_DATA.CSV
