Total Mailboxes, Total Forwarding Enabled Mailboxes, Data File Location
12,0,C:\CloudDynamicFramework\Public\12345678\Users\NirmalTest\Data\Exchange Online External Address Forwarding TestCustomer-G-OFFICE Tenant_DATA.CSV
