"ObjectModified","CmdletName","CmdletParameters","ModifiedProperties","Caller","ExternalAccess","Succeeded","Error","RunDate","OriginatingServer","ClientIP","SessionId","AppId","ClientAppId","Identity","IsValid","ObjectState"
"e149f60c-bf05-475b-96f7-f98c66322651","Set-Mailbox","Identity Force BypassLiveId EmailAddresses","","NT AUTHORITY\SYSTEM (w3wp)","False","True",,"07-02-2023 18:38:12","MA0PR01MB7441 (15.20.6086.016)","[2603:1046:700:4::5]:33438",,"67c2c056-e9cd-4a66-a045-e6b181034ae3",,"AAMkAGY3MTJkYTE0LTE3NjUtNDFhZi05MTIyLTFjZTAyNzc1MDAyZQBGAAAAAAAPkO1dH0kVTqIBXWQprd8xBwB8Ck7lMR75Qbx4mnPADPchAAAK9TsJAAB8Ck7lMR75Qbx4mnPADPchAAL1kSGWAAA=","True","New"
