Total Mailboxes, Total Mailbox on Litigation Hold, Data File Location
11,0,C:\CloudDynamicFramework\Public\12345678\Users\NirmalTest\Data\Exchange Online Litigation Hold TestCustomer-A-OFFICE Tenant_DATA.CSV
